Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
G76WJMRG,journalArticle,2017,"Benanti, Paolo",Il compito di educare la sessualità nell'amore,Teologia,,1120267X,,http://search.ebscohost.com/login.aspx?direct=true&db=rlh&AN=123748401&site=ehost-live,"This article aims at replying to the proposal advanced by Aristide Fumagalli, moving from what the Author identifies as the nature of conjugal love. The 'nature' of conjugal love both justifies and upholds the task of the Church in its teachings on matrimony. The inevitable question that has to be asked is how to go about this task in today's world; what are the challenges to be faced and which cultural situations can either favour or obstruct this mission. It is of vital importance to know how to promote a healthy view of sexuality, because this is instrumental in living and expressing an all-round vision of love in the married state. (English)",2017,2017-11-08 22:58:37,2025-10-14 11:45:35,2017-11-08 22:58:37,221-231,,2,42,,Teologia,,,,,,,,,,,,,EBSCOhost,,,,https://drive.google.com/file/d/1BaVj8EGqz8lCrea-EBpe8_Gqw2IJQqnA/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2LNU8LK6,journalArticle,2013,"Ubbiali, Sergio",Soggetto poiché lettore. Confronto teologico con Wolfgang Iser,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=8bd13966-193b-31a8-95be-3fc157c78631,"By claiming the right of innovative transition promoted by the Konstanzer Schule, Wolfgang Iser explains its fundamental motivations arranging its certainly better established theoretical elaboration. He sets the hard core of his work into the arrangement put forward by the subject and in this way he makes an interpretative elaboration effectively possible. This interpretative process has not a mere technical dimension, it represents the objective need for a living subject. By this, as it cannot be confined to an empiric level, its interpretation spontaneously impo ses to its analysis to get forward as far as to realize its fundamental level. By introducing this fundamental level the theory promoted by Iser que - stions theology, the theological research on biblical texts. It compels to react, in the due way, to the newly dogmatic visions so clearly visible in present biblical exegesis. Reading is acting, the due creative contribution required to a reader does not become optional. This obligation appoints to a conscious renewal; to know oneself is the kernel for interpretation, a final request addressed to a subject, given the special unapproachable characteristic of any subject.",2013-09-01,2025-10-13 19:51:21,2025-10-13 20:17:52,2025-10-13 19:51:21,345-362,,3,38,,Teologia,,,,,,,,ita,,,,120176255,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/10bAGE6UlUsBoTWBi0XlxCspGn9UMGVr6/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZG2LCRY7,journalArticle,2013,"Mazza, Enrico",La riforma liturgica del Vaticano II. Perché una riforma liturgica può diventare un <i>casus belli</i>?,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=628a3e89-43f5-306f-b999-b1174536e9ef,"During the centuries there have been other cases of liturgical reforms which, more or less, have undergone the same difficulties of the reform of the Second Vatican Council, that is hostility and refusal. Here are examined two cases: the abolition of Vetus Hispanica liturgy and the liturgical reform of the Russian Church in the XVII century. Here there was the mistake of considering liturgy not according its own nature but its sociological function of guarantee of the identity and unity of a people. The same as to Hispanic liturgy. Hence the struggle between those who paid attention to the liturgical identity of a people and those who wanted to reform liturgy according to its specific nature. The grounds of cultural features may also prevail on the reasons of the sacramental constituent of liturgy. In those cases liturgical reform can become a perfect casus belli.",2013-09-01,2025-10-13 19:39:57,2025-10-13 20:16:58,2025-10-13 19:39:57,429-453,,3,38,,Teologia,,,,,,,,ita,,,,120177549,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/111fjtbiB5TCQLHfaBQ86Dvcz1FPgZAHX/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHVMD6G8,journalArticle,2013,"Seveso, Bruno",Cristiani in Europa. Sulle tracce di un riorientamento,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=b08bd8d8-5486-36d7-b35a-f346b60f7ea0,"“Christian Identity in Europe” is the subject of a conference organized by the two associations of pastoral theologians from German-speaking area and Middle-East Europe (Prague 19<sup>th</sup>-22<sup>nd</sup>March 2013). The thematic proposal points out a meaningful shift in the statement of the question about the relationship between Christianity and Europe: from the anchoring to the features of “Christian Europe” and the claiming of Europe “Christian roots” we move to take in the conditions and the problems connected with “being Christian” in present Europe. The reports give answer for Europe plural reality, mirrored in specific social and national situations, and they try an exploration of the characteristics of such features, both from the side of a believer’s experience and the one of Europe, drafting some criteriology for a believer’s initiative, as well. There stays, anyway, an open question about how to mapping the figure of “Christian identity in Europe”.",2013-06-01,2025-10-13 19:29:23,2025-10-13 20:12:56,2025-10-13 19:29:23,215-239,,2,38,,Teologia,,,,,,,,ita,,,,120178929,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1woChX5aRxW1gqFhLnnLTCbaHRRTqiqq2/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6YI3KKT5,journalArticle,2013,"Appel, Kurt","Cristianesimo come visione di un nuovo umanesimo. Considerazioni teologiche e storico-filosofiche a partire dalla Bibbia, Hegel e Musil",Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=a1dc750b-87d3-33b7-9f84-9bc55d765141,"This article addresses in a new way a vision of the humane starting from the Biblical history of creation, from Hegel’s Phenomenology of Spirit and from Musil’s Man without Quality. A Christian humanism is, as we learn from the first two narrations of creation, closely connected to acknowledgement and the price (prezzare) for human contingency and human vulnerability. The Biblical concept of time aims in the seventh day as the meaning of time at the festive new creation of the world in which the tangibility of man is celebrated in a particular way. The authentic human body consists of memory, as a second skin as it were, of impacts, violations, relations and contingencies in which is to be found – as Hegel’s Phenomenology of Spirit shows in the chapters “Revealed Religion” and “the absolute Knowledge” – the essential site of divine transcendence and the meaning of history. Ultimately the whole Bible, which in the revelation of Saint John shows once more a summary and a conclusion, is a depiction of this second skin of man, in which he allows his body and history to be clothed in order to open his self to the world in a new way. In this being unclosed to the world through the tangibility of the singular and the contingent lies the great humanistic and Christian challenge of an era “after the end of history”, a topic taken up again in an impressive manner by Musil’s novel.",2013-06-01,2025-07-21 15:46:26,2025-10-13 20:12:18,2025-10-13 19:29:52,177-214,,2,38,,Teologia,,,,,,,,ita,,,,120178697,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/18zzkQNzclzkJxflzXz_MfEzOTnDM6aKT/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46S9ANL4,journalArticle,2013,"Aletti, Jean-Noël",Approccio retorico in esegesi e sua ricaduta teologica,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=96e4b77a-8ffc-3ce2-9b84-7574f4c9c860,"The article shows why and how the rhetorical approach to the Pauline Letters has drastically modified their interpretation. It first deals with the arrangement of the micro- and macro-units, since it is still a question most debated among exegetes, and then presents rhetorical (exemplum, periautologia) and semantic models (reconciliation, body) used and refashioned by Paul, and studies their impact on his theology; the article finishes with the presentation of some relevant rhetorical figures (metaphor, metonymy, paradox) and techniques (exaggeration; correction, etc.).",2013-12-01,2025-07-21 15:44:19,2025-10-13 20:11:29,2025-10-13 20:06:50,575-588,,4,38,,Teologia,,,,,,,,ita,,,,120174359,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1cX9SPUJ1Wl_69zkzNXks87O7GACpegg_/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5SPU4FL9,journalArticle,2013,"Stercal, Claudio",Non è decorare una torta con la panna,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=fc15f707-01cf-3a62-94fd-b27261bb122a,,2013-09-01,2025-10-13 19:51:21,2025-10-13 20:09:31,2025-10-13 19:51:21,339-344,,3,38,,Teologia,,,,,,,,ita,,,,120175581,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1coTIolEjesDwKY1xkhK0_S1de7M1uXXb/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVPCZLLU,journalArticle,2013,"Sequeri, Pierangelo",Cristianesimo e umanesimo,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=3ec24e74-fa36-3d16-b92a-903c0a5046c1,,2013-12-01,2025-10-13 20:06:50,2025-10-13 20:09:27,2025-10-13 20:06:50,555-560,,4,38,,Teologia,,,,,,,,ita,,,,120174336,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1ZdbYoMDEIYmd-HL1l-qCWbN9rKKryD40/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLFBQX8Q,journalArticle,2013,"Prato, Ezio",La fede. Percorsi di lettura,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=79dba77b-ff21-312e-a1a7-ddbbf9ca80e9,"L’Anno della Fede voluto da Benedetto XVI e la prima enciclica di papa Francesco, Lumen fidei, hanno autorevolmente richiamato e sottolineato il rilievo del tema della fede. Vorremmo qui offrire parziale documentazione della recente ricerca teologica su tale tema, con particolare riferimento alla teologia fondamentale. Ci limitiamo a segnalare qualche percorso di lettura che consenta di riprendere – almeno in parte – il cammino della riflessione cristiana sulla fede e di intuire e istruire alcuni possibili sviluppi.",2013-09-01,2025-10-13 19:51:21,2025-10-13 20:09:23,2025-10-13 19:51:21,490-505,,3,38,,Teologia,,,,,,,,ita,,,,120177565,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1OL0utI7vx4lvJ6RLohylYHqRd8x65TpW/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVJ7XEZU,journalArticle,2013,"Montanari, Antonio",Il <i>ressourcement</i> patristico al Vaticano II,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=475abd02-f8ee-36db-974e-cadb7b7180b5,"Even if the term ressourcement never occurs in Second Vatican Council documents scholars agree about considering it a keyword of the Council itself. Actually, right at first reading of its documents it is not possible to ignore the abundant recourse to the witness of the Fathers of the Church, quoted to an extent which has no comparison in the history of modern Councils. As a matter of fact this “going back to sources” roots in the theological and ecclesiastical dynamism which characterized Catholicism in the first half of the twentieth century, of which the Council allowed its renewal instances. After describing the course of the patristic ressourcement, which has characterized the years at about the half of the twentieth century, the article lingers over the texts enacted by the Second Vatican Council to point out the influence of patristic sources in its effective solidity and to perceive the contribution the thoughts of ancient Christian authors gave to the doctrinal drafting, the language and the style of Council documents.",2013-09-01,2025-10-13 19:40:26,2025-10-13 20:09:01,2025-10-13 19:40:25,401-428,,3,38,,Teologia,,,,,,,,ita,,,,120177539,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/18OKVP3HpU7fx5Q68HzAMHaajaCbO4PkD/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7RH5US7A,journalArticle,2013,"Crimella, Matteo",I «Metodi» nella lettura credente della Scrittura,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=d52136b8-d8f7-323a-bd85-db90a5af8ae7,,2013-09-01,2025-10-13 19:51:21,2025-10-13 20:08:01,2025-10-13 19:51:21,476-489,,3,38,,Teologia,,,,,,,,ita,,,,120177561,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1IIoDdSQLPvkeOMB8ovSLZsbN8IVpXRMr/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XFAE529Y,journalArticle,2013,"Canobbio, Giacomo",Il dialogo interreligioso nei documenti del Vaticano II,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=c4a21833-ceb0-3482-9fb2-b15f00df5dff,"The article examines the texts of Second Vatican Council about the “interreligious dialogue” to verify if in them we can see the common idea according to which the last Council would have acknowledged a saving function of the religions different from Christianity. By reading them, according to a genetic method, we come to the conclusion that, in spite of some openings, the Council never considers religions as a whole positively (except for Jewish religion, although even about this one we must pay attention to the used language: it generally talks about “people”), but rather the elements which are present in them. As for what concerns such elements it must be noticed that, even if they are respectfully considered, they are never regarded such as to be taken in their historical form, but through a process which implies purification and fulfilment as well. Religions are not equalized then: both in LG 16 and NAe 2 there is a grading. If then we would like to quibble and observe how positive opinions are softened by introducing particles (aliquando, haud raro) we would realize how great caution is inserted in Council documents. We must then state that Second Vatican Council, contrary to what some interpreters wanted to see, does not assert religions, as they are, might be ways to salvation; in case we can say that “some elements” are a means of grace. As for interreligious dialogue it does not get the attention which it will get in the following decades: It enters the wider dialogue with the “world”. In that sense the Council may be considered the starting point of a process Magistery and theology in the future will take to maturity.",2013-06-01,2025-10-13 19:27:57,2025-10-13 20:07:45,2025-10-13 19:27:57,240-264,,2,38,,Teologia,,,,,,,,ita,,,,120178998,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1s3CSlhaxcgKe6lGAnjLlWIt7Ia2FYI0r/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WZX7HAK8,journalArticle,2013,"Aletti, Jean-Noël",Raccontare Gesù I vantaggi dell’approccio narrativo per la cristologia,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=1357cff7-aab3-37bb-ae86-c52d678c0c13,The article is divided in three parts. The first one sets the methodological and Christological relevance of the plot of revelation in the Gospels and the Acts of the Apostles. The second one deals with the characters and shows that the question of the anagnôrisis must be taken into account in order to understand the way the NT narratives have been written; the importance of the technique called synkrisis in the Lukan diptych is also brought out. The third part shows the usefulness of the narrative approach for the study of the NT typology.,2013-12-01,2025-10-13 20:06:50,2025-10-13 20:07:38,2025-10-13 20:06:50,561-574,,4,38,,Teologia,,,,,,,,ita,,,,120174345,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/19uKfxEleUZpbuX_vB77sFUVSmVqnRt6V/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HM8MUIFV,journalArticle,2013,,Bozza orientativa per il reperimento dei problemi metodologici salienti della teologia oggi,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=204ef0d8-2c48-3317-92bf-b861e82c5092,,2013-12-01,2025-10-13 20:06:50,2025-10-13 20:07:29,2025-10-13 20:06:50,592-596,,4,38,,Teologia,,,,,,,,ita,,,,120174397,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1ISI4oyECsZHYynZGLNE8wj-hcv4_xrWS/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9WY7CNQA,journalArticle,2013,"Testaferri, Francesco",Una “quarta ricerca” del Gesù storico?,Teologia,,1120-267X,,https://research.ebsco.com/linkprocessor/plink?id=84a1e98e-c2d0-39ec-9011-d8054714c8a3,"The scholars dedicated to the quest for the historical Jesus conventionally define three periods respectively named the Old, the New and the Third Quest. Though this is widely accepted and still proves to be satisfactory, there are some scholars, in particular English speaking scholars, that see the need to overcome the bottlenecks of the “Third Quest” by the acquisition of a new method of investigation. This article essentially reviews the ideas presented in some of the publications by Dunn, Bauckham, Ratzinger, Baasland and Allison, in an attempt to identify a possible “Fourth Quest” that, gradually taking a distance from the absolutism of the literary approach, should give attention to the evolution of the account of the historical Jesus, to the widespread witness of the Church, and, finally, to the importance of the subject in the production of orality.",2013-09-01,2025-10-13 19:51:21,2025-10-13 19:51:21,2025-10-13 19:51:21,382-400,,3,38,,Teologia,,,,,,,,ita,,,,120177526,EBSCOhost,,Publisher: Glossa,,https://drive.google.com/file/d/1LMaIuDcqBy6AWn4gzD8z7X5e6pGbnCA6/preview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
